GeneID	GOTerm	GOTermDescription	Description	Alias	EntrezID	Source
FRE3	GO:0006811	"""Ion transport"""	Ferric reductase	YOR381W|ferric-chelate reductase	20180922	UniProt
CTR2	GO:0006811	"""Ion transport"""	Low-affinity copper transporter of the vacuolar membrane	YHR175W|low-affinity Cu transporter	20180922	UniProt
ATM1	GO:0006811	"""Ion transport"""	Mitochondrial inner membrane ATP-binding cassette (ABC) transporter	YMR301C|ATP-binding cassette Fe/S cluster precursor transporter ATM1	20180922	UniProt
SPO75	GO:0006811	"""Ion transport"""	Meiosis-specific protein of unknown function	YLL005C	20180922	UniProt
MMT2	GO:0006811	"""Ion transport"""	Putative metal transporter involved in mitochondrial iron accumulation	YPL224C|MFT2	20180922	UniProt
ZRT2	GO:0006811	"""Ion transport"""	Low-affinity zinc transporter of the plasma membrane	YLR130C|low-affinity Zn(2+) transporter ZRT2	20180922	UniProt
MFM1	GO:0006811	"""Ion transport"""	Mitochondrial inner membrane magnesium transporter	YPL060W|LPE10	20180922	UniProt
NHA1	GO:0006811	"""Ion transport"""	Na+/H+ antiporter	YLR138W	20180922	UniProt
ATP2	GO:0006811	"""Ion transport"""	Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase	YJR121W|F1F0 ATP synthase subunit beta	20180922	UniProt
ATP6	GO:0006811	"""Ion transport"""	Subunit a of the F0 sector of mitochondrial F1F0 ATP synthase	Q0085|OLI2|OLI4|PHO1|F1F0 ATP synthase subunit a	20180922	UniProt
ATP8	GO:0006811	"""Ion transport"""	Subunit 8 of the F0 sector of mitochondrial F1F0 ATP synthase	Q0080|AAP1|F1F0 ATP synthase subunit 8	20180922	UniProt
PMA1	GO:0006811	"""Ion transport"""	Plasma membrane P2-type H+-ATPase	YGL008C|KTI10|H(+)-exporting P2-type ATPase PMA1	20180922	UniProt
POR1	GO:0006811	"""Ion transport"""	Mitochondrial porin (voltage-dependent anion channel)	YNL055C|VDAC|YVDAC1|OMP2|porin POR1	20180922	UniProt
ATP4	GO:0006811	"""Ion transport"""	Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase	YPL078C|LPF7|F1F0 ATP synthase subunit 4	20180922	UniProt
ATP1	GO:0006811	"""Ion transport"""	Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase	YBL099W|F1F0 ATP synthase subunit alpha	20180922	UniProt
ATP5	GO:0006811	"""Ion transport"""	Subunit 5 of the stator stalk of mitochondrial F1F0 ATP synthase	YDR298C|OSC1|F1F0 ATP synthase subunit 5	20180922	UniProt
ENA1	GO:0006811	"""Ion transport"""	P-type ATPase sodium pump	YDR040C|HOR6|PMR2|Na(+)/Li(+)-exporting P-type ATPase ENA1	20180922	UniProt
VMA1	GO:0006811	"""Ion transport"""	Subunit A of the V1 peripheral membrane domain of V-ATPase	YDL185W|CLS8|TFP1|H(+)-transporting V1 sector ATPase subunit A	20180922	UniProt
PMA2	GO:0006811	"""Ion transport"""	Plasma membrane H+-ATPase	YPL036W|H(+)-exporting P2-type ATPase PMA2	20180922	UniProt
ZRC1	GO:0006811	"""Ion transport"""	Vacuolar membrane zinc transporter	YMR243C|OSR1|Zn(2+) transporter ZRC1	20180922	UniProt
ATP15	GO:0006811	"""Ion transport"""	Epsilon subunit of the F1 sector of mitochondrial F1F0 ATP synthase	YPL271W|ATPEPSILON|F1F0 ATP synthase subunit epsilon	20180922	UniProt
VMA4	GO:0006811	"""Ion transport"""	Subunit E of the V1 domain of the vacuolar H+-ATPase (V-ATPase)	YOR332W|H(+)-transporting V1 sector ATPase subunit E	20180922	UniProt
TOM40	GO:0006811	"""Ion transport"""	Component of the TOM (translocase of outer membrane) complex	YMR203W|ISP42|MOM38	20180922	UniProt
VMA16	GO:0006811	"""Ion transport"""	Subunit c'' of the vacuolar ATPase	YHR026W|PPA1|H(+)-transporting V0 sector ATPase subunit c''	20180922	UniProt
GEX1	GO:0006811	"""Ion transport"""	Proton:glutathione antiporter	YCL073C|glutathione exchanger	20180922	UniProt
ADY2	GO:0006811	"""Ion transport"""	Acetate transporter required for normal sporulation	YCR010C|ATO1	20180922	UniProt
TRK2	GO:0006811	"""Ion transport"""	Component of the Trk1p-Trk2p potassium transport system	YKR050W|RPD2	20180922	UniProt
VMA5	GO:0006811	"""Ion transport"""	Subunit C of the V1 peripheral membrane domain of V-ATPase	YKL080W|CSL5|VAT3|H(+)-transporting V1 sector ATPase subunit C	20180922	UniProt
VMA6	GO:0006811	"""Ion transport"""	Subunit d of the V0 integral membrane domain of V-ATPase	YLR447C|H(+)-transporting V0 sector ATPase subunit d	20180922	UniProt
YBT1	GO:0006811	"""Ion transport"""	Transporter of the ATP-binding cassette (ABC) family	YLL048C|BAT1|bile acid-transporting ATPase YBT1	20180922	UniProt
VMA8	GO:0006811	"""Ion transport"""	Subunit D of the V1 peripheral membrane domain of V-ATPase	YEL051W|H(+)-transporting V1 sector ATPase subunit D	20180922	UniProt
FRE1	GO:0006811	"""Ion transport"""	Ferric reductase and cupric reductase	YLR214W|ferric/cupric-chelate reductase	20180922	UniProt
EMP70	GO:0006811	"""Ion transport"""	Protein with a role in cellular adhesion and filamentous growth	YLR083C|p24a|TMN1	20180922	UniProt
ZRT1	GO:0006811	"""Ion transport"""	High-affinity zinc transporter of the plasma membrane	YGL255W|high-affinity Zn(2+) transporter ZRT1	20180922	UniProt
VMA11	GO:0006811	"""Ion transport"""	Vacuolar ATPase V0 domain subunit c'	YPL234C|CLS9|TFP3|H(+)-transporting V0 sector ATPase subunit c'	20180922	UniProt
ATO2	GO:0006811	"""Ion transport"""	Putative transmembrane protein involved in export of ammonia	YNR002C|FUN34|putative ammonium permease ATO2	20180922	UniProt
ZRT3	GO:0006811	"""Ion transport"""	Vacuolar membrane zinc transporter	YKL175W|Zn(2+) transporter ZRT3	20180922	UniProt
GEX2	GO:0006811	"""Ion transport"""	Proton:glutathione antiporter	YKR106W|glutathione exchanger	20180922	UniProt
GEF1	GO:0006811	"""Ion transport"""	Voltage-gated chloride channel	YJR040W|CLC	20180922	UniProt
ATP3	GO:0006811	"""Ion transport"""	Gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase	YBR039W|F1F0 ATP synthase subunit gamma	20180922	UniProt
YRO2	GO:0006811	"""Ion transport"""	Protein with a putative role in response to acid stress	YBR054W	20180922	InterPro
FTH1	GO:0006811	"""Ion transport"""	Putative high affinity iron transporter	YBR207W	20180922	UniProt
VHC1	GO:0006811	"""Ion transport"""	Vacuolar membrane cation-chloride cotransporter (CCC)	YBR235W	20180922	UniProt
VHC1	GO:0006811	"""Ion transport"""	Vacuolar membrane cation-chloride cotransporter (CCC)	YBR235W	20180922	InterPro
ATX1	GO:0006811	"""Ion transport"""	Cytosolic copper metallochaperone	YNL259C|copper metallochaperone ATX1	20180922	UniProt
ARN1	GO:0006811	"""Ion transport"""	ARN family transporter for siderophore-iron chelates	YHL040C|siderophore transporter	20180922	UniProt
YHK8	GO:0006811	"""Ion transport"""	Presumed antiporter of the major facilitator superfamily	YHR048W	20180922	UniProt
PMC1	GO:0006811	"""Ion transport"""	Vacuolar Ca2+ ATPase involved in depleting cytosol of Ca2+ ions	YGL006W|calcium-transporting ATPase PMC1	20180922	UniProt
FET3	GO:0006811	"""Ion transport"""	Ferro-O2-oxidoreductase	YMR058W|ferroxidase FET3	20180922	UniProt
CCC2	GO:0006811	"""Ion transport"""	Cu(+2)-transporting P-type ATPase	YDR270W|Cu(2+)-transporting P-type ATPase CCC2	20180922	UniProt
VMA7	GO:0006811	"""Ion transport"""	Subunit F of the V1 peripheral membrane domain of V-ATPase	YGR020C|H(+)-transporting V1 sector ATPase subunit F	20180922	UniProt
SIT1	GO:0006811	"""Ion transport"""	Ferrioxamine B transporter	YEL065W|ARN3|siderophore transporter	20180922	UniProt
TMN3	GO:0006811	"""Ion transport"""	Protein with a role in cellular adhesion and filamentous growth	YER113C	20180922	UniProt
TOK1	GO:0006811	"""Ion transport"""	Outward-rectifier potassium channel of the plasma membrane	YJL093C|DUK1|YKC1|YORK|YPK1	20180922	UniProt
YKE4	GO:0006811	"""Ion transport"""	Zinc transporter	YIL023C|Zn(2+) transporter YKE4	20180922	UniProt
FET4	GO:0006811	"""Ion transport"""	Low-affinity Fe(II) transporter of the plasma membrane	YMR319C	20180922	UniProt
VMA13	GO:0006811	"""Ion transport"""	Subunit H of the V1 peripheral membrane domain of V-ATPase	YPR036W|CLS11|H(+)-transporting V1 sector ATPase subunit H	20180922	UniProt
MID1	GO:0006811	"""Ion transport"""	N-glycosylated integral membrane protein of the ER and plasma membrane	YNL291C	20180922	UniProt
VNX1	GO:0006811	"""Ion transport"""	Calcium/H+ antiporter localized to the endoplasmic reticulum membrane	YNL321W	20180922	UniProt
FET5	GO:0006811	"""Ion transport"""	Multicopper oxidase	YFL041W|ferroxidase FET5	20180922	UniProt
VMA10	GO:0006811	"""Ion transport"""	Subunit G of the V1 peripheral membrane domain of V-ATPase	YHR039C-A|YHR039C-B|YHR039BC|H(+)-transporting V1 sector ATPase subunit G	20180922	UniProt
CTR1	GO:0006811	"""Ion transport"""	High-affinity copper transporter of plasma membrane	YPR124W|high-affinity Cu transporter CTR1	20180922	UniProt
CCH1	GO:0006811	"""Ion transport"""	Voltage-gated high-affinity calcium channel	YGR217W	20180922	InterPro
CCH1	GO:0006811	"""Ion transport"""	Voltage-gated high-affinity calcium channel	YGR217W	20180922	UniProt
BOR1	GO:0006811	"""Ion transport"""	Boron efflux transporter of the plasma membrane	YNL275W	20180922	UniProt
OLI1	GO:0006811	"""Ion transport"""	F0-ATP synthase subunit c (ATPase-associated proteolipid)	Q0130|ATP9|OLI3|F0 ATP synthase subunit c	20180922	UniProt
TIM11	GO:0006811	"""Ion transport"""	Subunit e of mitochondrial F1F0-ATPase	YDR322C-A|ATP21|F1F0 ATP synthase subunit e	20180922	UniProt
ATP18	GO:0006811	"""Ion transport"""	Subunit of the mitochondrial F1F0 ATP synthase	YML081C-A|F1F0 ATP synthase subunit i	20180922	UniProt
ATP19	GO:0006811	"""Ion transport"""	Subunit k of the mitochondrial F1F0 ATP synthase	YOL077W-A|F1F0 ATP synthase subunit k	20180922	UniProt
MMT1	GO:0006811	"""Ion transport"""	Putative metal transporter involved in mitochondrial iron accumulation	YMR177W|MFT1	20180922	UniProt
NHX1	GO:0006811	"""Ion transport"""	Na+/H+ and K+/H+ exchanger	YDR456W|VPL27|VPS44|NHA2|bifunctional K:H/Na:H antiporter NHX1	20180922	UniProt
FIT1	GO:0006811	"""Ion transport"""	Mannoprotein that is incorporated into the cell wall	YDR534C	20180922	UniProt
TMN2	GO:0006811	"""Ion transport"""	Protein with a role in cellular adhesion and filamentous growth	YDR107C	20180922	UniProt
ATP17	GO:0006811	"""Ion transport"""	Subunit f of the F0 sector of mitochondrial F1F0 ATP synthase	YDR377W|F1F0 ATP synthase subunit f	20180922	UniProt
ANT1	GO:0006811	"""Ion transport"""	Peroxisomal adenine nucleotide transporter	YPR128C	20180922	UniProt
CSC1	GO:0006811	"""Ion transport"""	Calcium permeable gated cation channel	YLR241W	20180922	UniProt
ARR3	GO:0006811	"""Ion transport"""	Plasma membrane metalloid/H+ antiporter	YPR201W|ACR3	20180922	UniProt
CTR3	GO:0006811	"""Ion transport"""	High-affinity copper transporter of the plasma membrane	YLR411W|high-affinity Cu transporter CTR3	20180922	UniProt
YFH1	GO:0006811	"""Ion transport"""	Mitochondrial matrix iron chaperone	YDL120W|ferroxidase	20180922	UniProt
ENB1	GO:0006811	"""Ion transport"""	Endosomal ferric enterobactin transporter	YOL158C|ARN4	20180922	UniProt
FIT3	GO:0006811	"""Ion transport"""	Mannoprotein that is incorporated into the cell wall	YOR383C	20180922	UniProt
FRE5	GO:0006811	"""Ion transport"""	Putative ferric reductase with similarity to Fre2p	YOR384W|putative ferric-chelate reductase	20180922	UniProt
FSF1	GO:0006811	"""Ion transport"""	Putative protein	YOR271C	20180922	UniProt
FSF1	GO:0006811	"""Ion transport"""	Putative protein	YOR271C	20180922	InterPro
MRH1	GO:0006811	"""Ion transport"""	Protein that localizes primarily to the plasma membrane	YDR033W	20180922	InterPro
ATP16	GO:0006811	"""Ion transport"""	Delta subunit of the central stalk of mitochondrial F1F0 ATP synthase	YDL004W|F1F0 ATP synthase subunit delta	20180922	UniProt
FRE8	GO:0006811	"""Ion transport"""	Protein with sequence similarity to iron/copper reductases	YLR047C|putative ferric-chelate reductase	20180922	UniProt
ATP20	GO:0006811	"""Ion transport"""	Subunit g of the mitochondrial F1F0 ATP synthase	YPR020W|F1F0 ATP synthase subunit g	20180922	UniProt
FRE7	GO:0006811	"""Ion transport"""	Putative ferric reductase with similarity to Fre2p	YOL152W|putative ferric-chelate reductase	20180922	UniProt
YVC1	GO:0006811	"""Ion transport"""	Vacuolar cation channel	YOR087W|TRPY1|YOR088W	20180922	InterPro
YVC1	GO:0006811	"""Ion transport"""	Vacuolar cation channel	YOR087W|TRPY1|YOR088W	20180922	UniProt
ATP14	GO:0006811	"""Ion transport"""	Subunit h of the F0 sector of mitochondrial F1F0 ATP synthase	YLR295C|F1F0 ATP synthase subunit h	20180922	UniProt
YDL206W	GO:0006811	"""Ion transport"""	Putative protein of unknown function	YDL206W	20180922	UniProt
FRE6	GO:0006811	"""Ion transport"""	Putative ferric reductase with similarity to Fre2p	YLL051C|putative ferric-chelate reductase	20180922	UniProt
ENA5	GO:0006811	"""Ion transport"""	Protein with similarity to P-type ATPase sodium pumps	YDR038C|putative Na(+)-exporting P-type ATPase ENA5	20180922	UniProt
VCX1	GO:0006811	"""Ion transport"""	Vacuolar membrane antiporter with Ca2+/H+ and K+/H+ exchange activity	YDL128W|HUM1|MNR1	20180922	UniProt
LPL1	GO:0006629	"""Lipid metabolism"""	Phospholipase	YOR059C|YOR29-10|putative hydrolase	20180922	UniProt
PIS1	GO:0006629	"""Lipid metabolism"""	Phosphatidylinositol synthase	YPR113W|CDP-diacylglycerol--inositol 3-phosphatidyltransferase	20180922	UniProt
PCT1	GO:0006629	"""Lipid metabolism"""	Cholinephosphate cytidylyltransferase	YGR202C|CCT1|BSR2|choline-phosphate cytidylyltransferase	20180922	UniProt
YSR3	GO:0006629	"""Lipid metabolism"""	Dihydrosphingosine 1-phosphate phosphatase	YKR053C|LBP2|sphinganine kinase YSR3	20180922	UniProt
ERG8	GO:0006629	"""Lipid metabolism"""	Phosphomevalonate kinase	YMR220W|phosphomevalonate kinase	20180922	UniProt
SLC1	GO:0006629	"""Lipid metabolism"""	1-acyl-sn-glycerol-3-phosphate acyltransferase	YDL052C|1-acylglycerol-3-phosphate O-acyltransferase SLC1	20180922	UniProt
ETR1	GO:0006629	"""Lipid metabolism"""	2-enoyl thioester reductase	YBR026C|MRF1'|MRF1	20180922	UniProt
SUR2	GO:0006629	"""Lipid metabolism"""	Sphinganine C4-hydroxylase	YDR297W|SYR2|sphingosine hydroxylase	20180922	UniProt
FAA3	GO:0006629	"""Lipid metabolism"""	Long chain fatty acyl-CoA synthetase	YIL009W|long-chain fatty acid-CoA ligase FAA3	20180922	UniProt
YAT1	GO:0006629	"""Lipid metabolism"""	Outer mitochondrial carnitine acetyltransferase	YAR035W|carnitine O-acetyltransferase YAT1	20180922	UniProt
ERG25	GO:0006629	"""Lipid metabolism"""	C-4 methyl sterol oxidase	YGR060W|methylsterol monooxygenase	20180922	UniProt
ECI1	GO:0006629	"""Lipid metabolism"""	"Peroxisomal delta3,delta2-enoyl-CoA isomerase"	YLR284C|dodecenoyl-CoA isomerase	20180922	UniProt
YEH2	GO:0006629	"""Lipid metabolism"""	Steryl ester hydrolase	YLR020C|sterol esterase	20180922	InterPro
PLB3	GO:0006629	"""Lipid metabolism"""	Phospholipase B (lysophospholipase) involved in lipid metabolism	YOL011W|lysophospholipase	20180922	UniProt
TML25	GO:0006629	"""Lipid metabolism"""	Acyl-protein thioesterase responsible for depalmitoylation of Gpa1p	YLR118C|APT1|palmitoyl-(protein) hydrolase	20180922	UniProt
ELO2	GO:0006629	"""Lipid metabolism"""	"Fatty acid elongase, involved in sphingolipid biosynthesis"	YCR034W|GNS1|VBM2|FEN1|fatty acid elongase ELO2	20180922	UniProt
POT1	GO:0006629	"""Lipid metabolism"""	3-ketoacyl-CoA thiolase with broad chain length specificity	YIL160C|FOX3|POX3|acetyl-CoA C-acyltransferase	20180922	UniProt
MVD1	GO:0006629	"""Lipid metabolism"""	Mevalonate pyrophosphate decarboxylase	YNR043W|ERG19|diphosphomevalonate decarboxylase MVD1	20180922	UniProt
TGL5	GO:0006629	"""Lipid metabolism"""	Bifunctional triacylglycerol lipase and LPA acyltransferase	YOR081C|STC2	20180922	InterPro
TGL5	GO:0006629	"""Lipid metabolism"""	Bifunctional triacylglycerol lipase and LPA acyltransferase	YOR081C|STC2	20180922	InterPro
OPI1	GO:0006629	"""Lipid metabolism"""	Transcriptional regulator of a variety of genes	YHL020C|transcriptional regulator OPI1	20180922	UniProt
LIP1	GO:0006629	"""Lipid metabolism"""	Ceramide synthase subunit	YMR298W|sphingosine N-acyltransferase subunit LIP1	20180922	UniProt
ERG11	GO:0006629	"""Lipid metabolism"""	Lanosterol 14-alpha-demethylase	YHR007C|CYP51|sterol 14-demethylase	20180922	UniProt
ECT1	GO:0006629	"""Lipid metabolism"""	Ethanolamine-phosphate cytidylyltransferase	YGR007W|MUQ1|ethanolamine-phosphate cytidylyltransferase	20180922	UniProt
ROG1	GO:0006629	"""Lipid metabolism"""	Lipase with specificity for monoacylglycerol	YGL144C|putative lipase ROG1	20180922	UniProt
AIM6	GO:0006629	"""Lipid metabolism"""	Protein of unknown function	YDL237W	20180922	InterPro
NTE1	GO:0006629	"""Lipid metabolism"""	Serine esterase	YML059C|lysophospholipase	20180922	InterPro
NTE1	GO:0006629	"""Lipid metabolism"""	Serine esterase	YML059C|lysophospholipase	20180922	UniProt
ERG5	GO:0006629	"""Lipid metabolism"""	C-22 sterol desaturase	YMR015C|CYP61|C-22 sterol desaturase	20180922	UniProt
TGL2	GO:0006629	"""Lipid metabolism"""	Triacylglycerol lipase that is localized to the mitochondria	YDR058C|triglyceride lipase	20180922	UniProt
ERG13	GO:0006629	"""Lipid metabolism"""	3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase	YML126C|HMGS|hydroxymethylglutaryl-CoA synthase	20180922	UniProt
CDS1	GO:0006629	"""Lipid metabolism"""	Phosphatidate cytidylyltransferase (CDP-diglyceride synthetase)	YBR029C|CDG1|phosphatidate cytidylyltransferase	20180922	UniProt
TAM41	GO:0006629	"""Lipid metabolism"""	Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase)	YGR046W|MMP37|putative phosphatidate cytidylyltransferase	20180922	UniProt
PGS1	GO:0006629	"""Lipid metabolism"""	Phosphatidylglycerolphosphate synthase	YCL004W|PEL1|YCL003W|CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	20180922	UniProt
ERG9	GO:0006629	"""Lipid metabolism"""	Farnesyl-diphosphate farnesyl transferase (squalene synthase)	YHR190W|bifunctional farnesyl-diphosphate farnesyltransferase/squalene synthase	20180922	UniProt
GPT2	GO:0006629	"""Lipid metabolism"""	Glycerol-3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase	YKR067W|GAT1|bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase GPT2	20180922	UniProt
YEH1	GO:0006629	"""Lipid metabolism"""	Steryl ester hydrolase	YLL012W|sterol esterase	20180922	InterPro
YEH1	GO:0006629	"""Lipid metabolism"""	Steryl ester hydrolase	YLL012W|sterol esterase	20180922	UniProt
FAA1	GO:0006629	"""Lipid metabolism"""	Long chain fatty acyl-CoA synthetase	YOR317W|long-chain fatty acid-CoA ligase FAA1	20180922	UniProt
ELO3	GO:0006629	"""Lipid metabolism"""	Elongase	YLR372W|SRE1|VBM1|APA1|fatty acid elongase ELO3|SUR4	20180922	UniProt
LRO1	GO:0006629	"""Lipid metabolism"""	Acyltransferase that catalyzes diacylglycerol esterification	YNR008W|phospholipid:diacylglycerol acyltransferase	20180922	InterPro
PLB2	GO:0006629	"""Lipid metabolism"""	Phospholipase B (lysophospholipase) involved in lipid metabolism	YMR006C|lysophospholipase	20180922	UniProt
ERG20	GO:0006629	"""Lipid metabolism"""	Farnesyl pyrophosphate synthetase	"YJL167W|BOT3|FDS1|FPP1|bifunctional (2E,6E)-farnesyl diphosphate synthase/dimethylallyltranstransferase"	20180922	UniProt
SEI1	GO:0006629	"""Lipid metabolism"""	Seipin involved in lipid droplet (LD) assembly	YLR404W|FLD1|seipin	20180922	UniProt
LDH1	GO:0006629	"""Lipid metabolism"""	Serine hydrolase	YBR204C|triacylglycerol lipase	20180922	UniProt
PAH1	GO:0006629	"""Lipid metabolism"""	Mg2+-dependent phosphatidate (PA) phosphatase	YMR165C|SMP2|phosphatidate phosphatase PAH1	20180922	UniProt
YDR444W	GO:0006629	"""Lipid metabolism"""	Putative hydrolase acting on ester bonds	YDR444W|putative hydrolase	20180922	UniProt
OLE1	GO:0006629	"""Lipid metabolism"""	Delta(9) fatty acid desaturase	YGL055W|MDM2|stearoyl-CoA 9-desaturase	20180922	InterPro
OLE1	GO:0006629	"""Lipid metabolism"""	Delta(9) fatty acid desaturase	YGL055W|MDM2|stearoyl-CoA 9-desaturase	20180922	UniProt
FOX2	GO:0006629	"""Lipid metabolism"""	3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase	YKR009C|POX2|bifunctional hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase FOX2	20180922	UniProt
LCB5	GO:0006629	"""Lipid metabolism"""	Minor sphingoid long-chain base kinase	YLR260W|sphinganine kinase LCB5	20180922	UniProt
FAS1	GO:0006629	"""Lipid metabolism"""	Beta subunit of fatty acid synthetase	YKL182W|tetrafunctional fatty acid synthase subunit FAS1	20180922	UniProt
INO1	GO:0006629	"""Lipid metabolism"""	Inositol-3-phosphate synthase	YJL153C|APR1|inositol-3-phosphate synthase INO1	20180922	UniProt
PLC1	GO:0006629	"""Lipid metabolism"""	Phospholipase C	YPL268W|phosphatidylinositol phospholipase C	20180922	InterPro
PLC1	GO:0006629	"""Lipid metabolism"""	Phospholipase C	YPL268W|phosphatidylinositol phospholipase C	20180922	InterPro
PLC1	GO:0006629	"""Lipid metabolism"""	Phospholipase C	YPL268W|phosphatidylinositol phospholipase C	20180922	UniProt
PSD1	GO:0006629	"""Lipid metabolism"""	Phosphatidylserine decarboxylase of the mitochondrial inner membrane	YNL169C|phosphatidylserine decarboxylase 1	20180922	UniProt
CEM1	GO:0006629	"""Lipid metabolism"""	Mitochondrial beta-keto-acyl synthase	YER061C|fatty acid synthase CEM1	20180922	UniProt
FAA4	GO:0006629	"""Lipid metabolism"""	Long chain fatty acyl-CoA synthetase	YMR246W|long-chain fatty acid-CoA ligase FAA4	20180922	UniProt
SCS3	GO:0006629	"""Lipid metabolism"""	Protein required for inositol prototrophy	YGL126W|FIT2B	20180922	UniProt
ICT1	GO:0006629	"""Lipid metabolism"""	Lysophosphatidic acid acyltransferase	YLR099C|lysophosphatidic acid acyltransferase ICT1	20180922	UniProt
INO2	GO:0006629	"""Lipid metabolism"""	Transcription factor	YDR123C|DIE1|SCS1	20180922	UniProt
TSC13	GO:0006629	"""Lipid metabolism"""	Enoyl reductase	YDL015C|trans-2-enoyl-CoA reductase (NADPH) TSC13	20180922	InterPro
TSC13	GO:0006629	"""Lipid metabolism"""	Enoyl reductase	YDL015C|trans-2-enoyl-CoA reductase (NADPH) TSC13	20180922	UniProt
CHO2	GO:0006629	"""Lipid metabolism"""	Phosphatidylethanolamine methyltransferase (PEMT)	YGR157W|PEM1|phosphatidylethanolamine N-methyltransferase	20180922	UniProt
OPI3	GO:0006629	"""Lipid metabolism"""	Methylene-fatty-acyl-phospholipid synthase	YJR073C|PEM2|bifunctional phosphatidyl-N-methylethanolamine N-methyltransferase/phosphatidyl-N-dimethylethanolamine N-methyltransferase	20180922	UniProt
ERG12	GO:0006629	"""Lipid metabolism"""	Mevalonate kinase	YMR208W|RAR1|mevalonate kinase	20180922	UniProt
CHO1	GO:0006629	"""Lipid metabolism"""	Phosphatidylserine synthase	YER026C|PSS1|CDP-diacylglycerol-serine O-phosphatidyltransferase	20180922	UniProt
HMG1	GO:0006629	"""Lipid metabolism"""	HMG-CoA reductase	YML075C|hydroxymethylglutaryl-CoA reductase (NADPH) HMG1	20180922	UniProt
HMG2	GO:0006629	"""Lipid metabolism"""	HMG-CoA reductase	YLR450W|hydroxymethylglutaryl-CoA reductase (NADPH) HMG2	20180922	UniProt
POX1	GO:0006629	"""Lipid metabolism"""	Fatty-acyl coenzyme A oxidase	YGL205W|FOX1|acyl-CoA oxidase	20180922	UniProt
INO4	GO:0006629	"""Lipid metabolism"""	Transcription factor involved in phospholipid synthesis	YOL108C	20180922	UniProt
IDI1	GO:0006629	"""Lipid metabolism"""	Isopentenyl diphosphate:dimethylallyl diphosphate isomerase	YPL117C|BOT2|LPH10|isopentenyl-diphosphate delta-isomerase IDI1	20180922	UniProt
NCP1	GO:0006629	"""Lipid metabolism"""	NADP-cytochrome P450 reductase	YHR042W|CPR1	20180922	UniProt
PHO81	GO:0006629	"""Lipid metabolism"""	Cyclin-dependent kinase (CDK) inhibitor	YGR233C|phoS|VAC6	20180922	InterPro
CPT1	GO:0006629	"""Lipid metabolism"""	Cholinephosphotransferase	YNL130C|diacylglycerol cholinephosphotransferase	20180922	UniProt
SPO7	GO:0006629	"""Lipid metabolism"""	Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme	YAL009W|Nem1-Spo7 phosphatase regulatory subunit SPO7	20180922	UniProt
FAS2	GO:0006629	"""Lipid metabolism"""	Alpha subunit of fatty acid synthetase	YPL231W|trifunctional fatty acid synthase subunit FAS2	20180922	UniProt
CKI1	GO:0006629	"""Lipid metabolism"""	Choline kinase	YLR133W|bifunctional choline kinase/ethanolamine kinase CKI1	20180922	UniProt
EPT1	GO:0006629	"""Lipid metabolism"""	"sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase"	YHR123W|bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase	20180922	UniProt
LCB1	GO:0006629	"""Lipid metabolism"""	Component of serine palmitoyltransferase	YMR296C|END8|TSC2|serine C-palmitoyltransferase LCB1	20180922	UniProt
ERG6	GO:0006629	"""Lipid metabolism"""	Delta(24)-sterol C-methyltransferase	YML008C|VID1|ISE1|LIS1|SED6|sterol 24-C-methyltransferase	20180922	UniProt
ERG4	GO:0006629	"""Lipid metabolism"""	C-24(28) sterol reductase	YGL012W|delta(24(24(1)))-sterol reductase	20180922	UniProt
ATG15	GO:0006629	"""Lipid metabolism"""	Phospholipase	YCR068W|CVT17|AUT5|triglyceride lipase ATG15	20180922	InterPro
ATG15	GO:0006629	"""Lipid metabolism"""	Phospholipase	YCR068W|CVT17|AUT5|triglyceride lipase ATG15	20180922	UniProt
LAC1	GO:0006629	"""Lipid metabolism"""	Ceramide synthase component	YKL008C|DGT1|sphingosine N-acyltransferase LAC1	20180922	UniProt
ERG2	GO:0006629	"""Lipid metabolism"""	C-8 sterol isomerase	YMR202W|END11|C-8 sterol isomerase ERG2	20180922	UniProt
ERG3	GO:0006629	"""Lipid metabolism"""	C-5 sterol desaturase	YLR056W|PSO6|SYR1|C-5 sterol desaturase	20180922	UniProt
ERG24	GO:0006629	"""Lipid metabolism"""	C-14 sterol reductase	YNL280C|delta(14)-sterol reductase	20180922	UniProt
ACP1	GO:0006629	"""Lipid metabolism"""	Mitochondrial matrix acyl carrier protein	YKL192C|acyl carrier protein	20180922	UniProt
